Account,Date,Daily_Total_Volume,Daily_Avg_Size_USD,Daily_PnL,Losing_Trade_Ratio
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-01,0.06,0.06,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-06,48513.58,1426.8700000000001,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-07,52028.630000000005,2001.101153846154,3515.031065,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-09,52066.88,1131.888695652174,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-10,54584.72,852.88625,2517.787385,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-18,112897.91,1913.523898305085,1613.165903,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-19,0.11,0.11,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-20,341740.77999999997,10051.199411764705,1245.51851,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-13,36997.54,2845.9646153846156,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-17,41490.68,2440.6282352941175,4493.232479,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-18,84021.26999999999,2154.3915384615384,1047.030992,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-19,272092.55,2194.294758064516,4842.054317,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-24,588968.28,1737.369557522124,1693.493165,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-25,129509.91,2398.331666666667,4221.156399,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-27,66856.49,1519.465681818182,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-28,73755.74,1317.0667857142857,6899.2458320000005,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-29,73735.48,1602.9452173913044,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-30,81107.93000000001,1474.6896363636365,7372.485101,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-01,163388.11,2094.719358974359,1162.002541,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-02,1443682.0,2792.42166344294,6352.452613,0.025145067698259187
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-11,75901.55,612.1092741935485,-12346.990829,1.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-12,427297.12,2687.4032704402516,355.5854,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-24,262595.6,1641.2224999999999,1129.8489260000001,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-25,82910.81,82910.81,-6820.76955,1.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-28,76066.87,1462.824423076923,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-03,219900.91,1999.099181818182,2480.902379,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-04,114173.17,1756.5103076923076,-3169.3554679999997,0.15384615384615385
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-07,55481.42,1499.4978378378378,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-08,57580.5,1225.1170212765958,2099.019688,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-09,173973.68,2676.518153846154,656.540742,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-10,176292.61,3326.2756603773582,-1065.797583,0.018867924528301886
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-12,115769.39,2184.328113207547,1591.753271,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-13,115001.41,4259.311481481482,-2315.377191,0.37037037037037035
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-28,61324.83,1460.115,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-29,56306.5,580.479381443299,-5018.466447,1.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-31,113285.54,730.8744516129032,716.143949,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-03,54768.6,54768.6,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-15,16.37,16.37,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-16,68679.46,780.4484090909092,-95.985744,0.9886363636363636
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-17,91365.76,730.92608,-133.41237,0.376
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-18,528313.42,766.7829027576198,951.934443,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-19,226906.97,552.0850851581508,371.503,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-20,581052.14,963.6022222222223,-1892.58947,0.14262023217247097
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-21,86106.24,887.6931958762888,3434.689308,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-23,1472966.88,2593.2515492957746,2654.14315,0.007042253521126761
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-24,1142252.43,1679.7829852941175,1867.252909,0.1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-25,1248337.1199999999,3782.839757575757,1969.39321,0.17272727272727273
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-26,96183.93,284.5678402366864,-4648.8710550000005,1.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-27,96167.16,1435.3307462686569,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-30,101346.88,1221.0467469879518,5179.772745,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-05-01,203876.44,815.50576,1243.853569,0.0
0x271b280974205ca63b716753467d5a371de622ab,2024-07-15,30351.0,6070.2,-1.0,0.4
0x271b280974205ca63b716753467d5a371de622ab,2024-11-29,1584.35,1584.35,1584.342755,0.0
0x271b280974205ca63b716753467d5a371de622ab,2024-12-05,158123.95,39530.9875,208.81746,0.0
0x271b280974205ca63b716753467d5a371de622ab,2025-04-09,4886973.24,6131.710464240904,16706.884912,0.0075282308657465494
0x271b280974205ca63b716753467d5a371de622ab,2025-04-10,7423746.26,21898.95651917404,13264.043303999999,0.12389380530973451
0x271b280974205ca63b716753467d5a371de622ab,2025-04-19,2716221.67,8678.024504792333,5942.547242,0.0
0x271b280974205ca63b716753467d5a371de622ab,2025-04-20,2657908.25,3079.8473348783314,8277.307357,0.0
0x271b280974205ca63b716753467d5a371de622ab,2025-04-21,693974.34,1965.9329745042492,2638.012587,0.0
0x271b280974205ca63b716753467d5a371de622ab,2025-04-22,4817869.23,8110.89095959596,-19037.340561,0.39225589225589225
0x271b280974205ca63b716753467d5a371de622ab,2025-04-23,9394438.39,20030.785479744136,-108176.9187,0.3624733475479744
0x271b280974205ca63b716753467d5a371de622ab,2025-04-24,1092249.57,15603.565285714287,8157.112326,0.05714285714285714
0x271b280974205ca63b716753467d5a371de622ab,2025-04-25,0.17,0.17,0.0,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-16,34754.56,373.7049462365591,159.100072,0.10752688172043011
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-17,33584.67,353.5228421052631,161.289904,0.10526315789473684
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-18,108044.6,666.941975308642,147.410285,0.16049382716049382
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-19,190840.29,895.9638028169014,233.36546,0.07042253521126761
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-20,874868.16,2149.553218673219,-316.245208,0.1891891891891892
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-21,325137.18,729.007130044843,780.001314,0.17713004484304934
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-22,182730.29,422.0099076212471,141.21958999999998,0.21709006928406466
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-23,52019.64,333.45923076923077,673.6312,0.08974358974358974
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-24,13851.0,200.7391304347826,108.321127,0.08695652173913043
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-25,72982.65,324.3673333333333,464.281002,0.19555555555555557
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-26,219729.39,1012.5778341013826,-508.290641,0.18433179723502305
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-27,187730.65,1110.83224852071,193.66415899999998,0.11242603550295859
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-28,195837.9,946.0768115942029,165.532644,0.178743961352657
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-29,80123.45,388.948786407767,9551.73423,0.07766990291262135
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-30,48590.47,315.52253246753247,5590.528248,0.1038961038961039
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-01,47695.56,247.12725388601035,4458.25495,0.05699481865284974
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-02,19651.71,140.36935714285713,1283.846047,0.014285714285714285
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-03,7205.03,92.37217948717948,1190.358719,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-04,18567.68,165.78285714285715,9066.169646,0.008928571428571428
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-05,25406.1,259.2459183673469,14685.787664,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-06,8956.57,129.80536231884057,389.176232,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-07,13732.33,159.67825581395348,4008.012049,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-08,7922.52,77.67176470588235,554.009942,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-09,18772.08,88.1318309859155,768.430838,0.014084507042253521
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-10,18780.69,119.62222929936306,980.557461,0.025477707006369428
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-11,11570.32,124.41204301075268,1582.001112,0.08602150537634409
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-12,22071.36,150.14530612244897,5806.86932,0.034013605442176874
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-13,13731.75,88.59193548387097,1522.284412,0.07096774193548387
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-14,28880.56,187.5361038961039,13281.73126,0.01948051948051948
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-15,17125.99,125.00722627737227,5389.96219,0.021897810218978103
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-16,30184.81,131.2383043478261,13190.248859,0.008695652173913044
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-17,20394.48,112.67668508287292,4454.939378,0.0055248618784530384
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-18,23859.85,124.92068062827224,3624.489655,0.02617801047120419
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-19,40188.99,197.00485294117647,1525.329937,0.06862745098039216
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-20,56183.31,289.6046907216495,7812.716373,0.05154639175257732
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-21,23041.15,215.33785046728974,7465.899936,0.009345794392523364
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-22,13811.95,174.83481012658228,1174.025529,0.012658227848101266
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-23,20168.95,212.30473684210526,122.889996,0.010526315789473684
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-24,13556.33,282.42354166666667,1555.956456,0.020833333333333332
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-25,18751.64,284.1157575757576,1530.919365,0.09090909090909091
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-26,18806.8,223.8904761904762,101.860928,0.03571428571428571
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-27,16192.710000000001,221.81794520547948,388.366016,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-28,10479.52,166.3415873015873,506.512551,0.1111111111111111
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-29,4793.72,140.99176470588236,115.51218300000001,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-30,56954.43,455.63544,255.808312,0.008
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-31,119958.51,1121.107570093458,496.221792,0.009345794392523364
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-01,15537.51,263.3476271186441,109.82694000000001,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-02,21987.03,217.69336633663366,416.546688,0.009900990099009901
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-03,14983.43,217.15115942028987,250.581483,0.043478260869565216
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-04,12691.32,156.68296296296296,232.66549799999999,0.09876543209876543
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-05,8297.09,101.1840243902439,87.752181,0.036585365853658534
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-06,6566.03,82.075375,114.68421000000001,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-07,10681.19,103.70087378640777,267.846227,0.038834951456310676
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-08,73008.96,489.99302013422823,651.469355,0.053691275167785234
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-09,75026.01,728.4078640776698,571.688942,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-10,43858.12,522.1204761904762,401.706348,0.03571428571428571
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-11,17918.2,484.2756756756757,157.228232,0.05405405405405406
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-12,28122.33,446.3861904761905,274.773033,0.015873015873015872
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-13,34244.06,561.3780327868852,53.846609,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-14,41818.27,995.6730952380951,894.564828,0.023809523809523808
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-15,4560.2,240.01052631578946,55.137803,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-16,11862.92,136.35540229885058,238.995461,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-17,8297.74,118.53914285714285,168.92152,0.014285714285714285
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-18,50558.590000000004,195.20691119691122,594.135892,0.007722007722007722
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-19,28651.9,155.71684782608696,102.504343,0.059782608695652176
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-20,28690.59,169.7668047337278,608.885905,0.01775147928994083
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-21,24660.77,262.3486170212766,428.3738,0.07446808510638298
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-22,13532.53,120.82616071428572,589.467131,0.026785714285714284
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-23,15723.44,128.88065573770493,229.609892,0.03278688524590164
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-24,17405.58,145.0465,347.22838,0.016666666666666666
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-25,28493.72,241.47220338983053,124.70498799999999,0.03389830508474576
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-26,35426.18,334.20924528301884,273.211119,0.018867924528301886
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-27,327978.27999999997,1223.7995522388057,838.930696,0.026119402985074626
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-28,94256.64,624.2161589403973,1019.55769,0.046357615894039736
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-29,14317.3,340.8880952380952,152.618804,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-30,33889.56,394.06465116279065,1234.2072,0.08139534883720931
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-31,18338.89,374.2630612244898,755.916254,0.04081632653061224
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-01,53933.29,1057.5154901960784,3.536668000000001,0.1568627450980392
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-02,120908.25,1328.6620879120878,-1416.906536,0.12087912087912088
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-03,93869.36,1251.5914666666667,439.634046,0.013333333333333334
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-04,54703.67,1139.6597916666667,1291.500575,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-05,75729.73,912.4063855421687,696.8107239999999,0.012048192771084338
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-06,65416.700000000004,1453.7044444444446,358.877096,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-07,32228.93,596.832037037037,932.4458159999999,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-08,20168.09,630.2528125,0.0,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-09,11645.55,685.0323529411764,31.14195,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-10,46267.68,1075.9925581395348,436.833818,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-11,40352.36,984.2039024390244,593.326371,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-12,42341.16,717.646779661017,198.780392,0.06779661016949153
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-13,27205.38,647.7471428571429,287.27875,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-14,25221.44,536.6263829787234,404.813032,0.02127659574468085
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-15,2320.4900000000002,257.83222222222224,64.653448,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-16,5536.66,503.33272727272725,59.664989,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-17,13067.380000000001,466.69214285714287,115.824682,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-18,14575.84,404.88444444444445,45.659497,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-19,11189.19,508.5995454545455,20.62415,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-20,22754.77,429.3352830188679,278.142839,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-21,29836.45,320.8220430107527,591.659533,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-22,30380.94,523.8093103448275,408.03639799999996,0.017241379310344827
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-23,13213.73,550.5720833333334,39.91436,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-24,17227.04,282.4104918032787,180.244855,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-25,43286.48,883.3975510204082,168.27053,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-26,8237.21,242.27088235294116,64.59776,0.058823529411764705
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-27,22953.21,765.107,71.919819,0.03333333333333333
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-28,130540.14,1611.6066666666666,-3425.450348,0.037037037037037035
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-01,31087.87,840.2127027027027,557.9358,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-02,104558.43000000001,1432.3072602739728,8330.21747,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-03,31141.85,536.928448275862,494.669357,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-04,46953.82,1091.9493023255814,163.73415,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-05,28836.0,1109.076923076923,437.35445200000004,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-06,17989.23,856.63,291.46926,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-07,29937.28,748.432,411.824274,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-08,24438.829999999998,698.2522857142857,173.811132,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-09,40265.77,1118.493611111111,140.953497,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-10,25979.85,838.0596774193548,-4026.754395,0.41935483870967744
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-11,12922.59,538.44125,0.0,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-12,7666.75,851.8611111111111,33.01095,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-13,19388.739999999998,881.3063636363636,465.046501,0.045454545454545456
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-14,1049.99,262.4975,0.0,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-16,16711.44,618.9422222222222,106.912886,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-17,1307.1999999999998,653.5999999999999,0.0,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-18,10557.24,703.816,40.9165,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-19,17816.28,539.8872727272727,54.9718,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-20,32407.06,1620.353,144.656157,0.1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-21,2254.33,187.86083333333332,0.5844,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-22,9509.89,559.405294117647,132.087931,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-23,11768.86,840.6328571428572,79.086899,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-24,60063.4,1334.7422222222222,808.135252,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-25,17512.12,530.670303030303,417.38885700000003,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-26,22297.6,637.0742857142857,379.04079,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-27,70602.99,1857.9734210526317,-133.035992,0.07894736842105263
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-28,35923.43,876.1812195121952,-21.766132,0.07317073170731707
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-29,7029.76,468.65066666666667,28.499012000000004,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-30,31977.1,726.7522727272727,-743.288757,0.22727272727272727
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-31,19507.03,375.1351923076923,3.5652170000000005,0.1346153846153846
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-01,17318.84,422.4107317073171,768.351892,0.04878048780487805
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-02,28989.4,414.13428571428574,669.381363,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-03,38532.12,453.3190588235294,149.51234499999998,0.12941176470588237
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-04,28054.43,280.5443,498.73528200000004,0.07
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-05,18551.420000000002,331.27535714285716,177.049662,0.07142857142857142
